Time,ABP,PLETH,II
20:23:42.680,104.237,0.338,0.416
20:23:42.688,101.891,0.334,0.416
20:23:42.696,99.348,0.329,0.426
20:23:42.704,96.61,0.325,0.436
20:23:42.712,93.872,0.321,0.43
20:23:42.720,90.939,0.317,0.43
20:23:42.728,88.201,0.315,0.445
20:23:42.736,85.854,0.314,0.455
20:23:42.744,84.094,0.316,0.455
20:23:42.752,83.116,0.322,0.475
20:23:42.760,82.529,0.332,0.5
20:23:42.768,81.552,0.348,0.506
20:23:42.776,80.378,0.366,0.484
20:23:42.784,79.205,0.385,0.43
20:23:42.792,78.227,0.413,0.375
20:23:42.800,77.445,0.446,0.346
20:23:42.808,77.054,0.482,0.34
20:23:42.816,76.467,0.52,0.34
20:23:42.824,75.685,0.559,0.34
20:23:42.832,74.902,0.596,0.34
20:23:42.840,74.12,0.631,0.336
20:23:42.848,73.533,0.665,0.336
20:23:42.856,72.947,0.693,0.336
20:23:42.864,72.164,0.717,0.34
20:23:42.872,71.578,0.736,0.131
20:23:42.880,70.795,0.749,0.33
20:23:42.888,70.013,0.756,0.295
20:23:42.896,69.426,0.761,0.23
20:23:42.904,68.84,0.761,0.115
20:23:42.912,68.253,0.758,-0.049
20:23:42.920,67.862,0.75,-0.229
20:23:42.928,67.275,0.738,-0.395
20:23:42.936,66.884,0.723,-0.498
20:23:42.944,66.493,0.705,-0.498
20:23:42.952,66.102,0.683,-0.498
20:23:42.960,65.711,0.66,-0.404
20:23:42.968,65.124,0.635,-0.225
20:23:42.976,64.733,0.611,-0.084
20:23:42.984,64.342,0.588,-0.014
20:23:42.992,63.95,0.568,0.025
20:23:43.000,63.364,0.546,0.105
20:23:43.008,62.973,0.525,0.246
20:23:43.016,62.777,0.504,0.391
20:23:43.024,62.386,0.486,0.494
20:23:43.032,62.19,0.469,0.555
20:23:43.040,61.799,0.454,0.584
20:23:43.048,61.604,0.44,0.596
20:23:43.056,61.408,0.428,0.605
20:23:43.064,61.017,0.418,0.609
20:23:43.072,60.821,0.41,0.615
20:23:43.080,60.821,0.402,0.619
20:23:43.088,60.626,0.395,0.629
20:23:43.096,60.626,0.39,0.635
20:23:43.104,60.626,0.382,0.65
20:23:43.112,60.821,0.372,0.664
20:23:43.120,61.408,0.366,0.686
20:23:43.128,62.777,0.359,0.705
20:23:43.136,65.319,0.353,0.725
20:23:43.144,69.622,0.348,0.74
20:23:43.152,75.098,0.342,0.76
20:23:43.160,81.16,0.338,0.779
20:23:43.168,86.441,0.334,0.789
20:23:43.176,90.743,0.329,0.795
20:23:43.184,94.068,0.326,0.785
20:23:43.192,97.001,0.323,0.77
20:23:43.200,100.13,0.319,0.74
20:23:43.208,103.26,0.316,0.705
20:23:43.216,105.997,0.312,0.664
20:23:43.224,107.953,0.307,0.619
20:23:43.232,108.735,0.304,0.574
20:23:43.240,109.127,0.3,0.535
20:23:43.248,109.127,0.296,0.5
20:23:43.256,108.735,0.292,0.471
20:23:43.264,108.149,0.288,0.449
20:23:43.272,107.171,0.284,0.43
20:23:43.280,105.411,0.281,0.426
20:23:43.288,103.26,0.277,0.42
20:23:43.296,101.108,0.274,0.43
20:23:43.304,98.566,0.272,0.436
20:23:43.312,95.828,0.271,0.439
20:23:43.320,93.09,0.269,0.426
20:23:43.328,90.157,0.267,0.43
20:23:43.336,87.419,0.266,0.445
20:23:43.344,84.681,0.265,0.449
20:23:43.352,82.921,0.266,0.455
20:23:43.360,81.943,0.27,0.484
20:23:43.368,81.356,0.277,0.506
20:23:43.376,80.769,0.287,0.494
20:23:43.384,79.596,0.304,0.461
20:23:43.392,78.227,0.326,0.4
20:23:43.400,77.249,0.353,0.355
20:23:43.408,76.662,0.38,0.336
20:23:43.416,76.271,0.408,0.33
20:23:43.424,75.685,0.442,0.324
20:23:43.432,75.098,0.478,0.324
20:23:43.440,74.12,0.514,0.324
20:23:43.448,73.533,0.55,0.324
20:23:43.456,72.751,0.584,0.33
20:23:43.464,72.164,0.614,0.33
20:23:43.472,71.578,0.639,0.131
20:23:43.480,70.991,0.66,0.33
20:23:43.488,70.209,0.675,0.301
20:23:43.496,69.622,0.685,0.234
20:23:43.504,69.035,0.69,0.125
20:23:43.512,68.449,0.69,-0.029
20:23:43.520,67.862,0.685,-0.205
20:23:43.528,67.471,0.677,-0.369
20:23:43.536,66.884,0.666,-0.498
20:23:43.544,66.297,0.65,-0.498
20:23:43.552,65.906,0.631,-0.498
20:23:43.560,65.515,0.61,-0.434
20:23:43.568,65.124,0.587,-0.254
20:23:43.576,64.733,0.562,-0.1
