Time,ABP,PLETH,II
06:31:36.424,69.505,2.84,-0.095
06:31:36.432,69.31,2.887,-0.09
06:31:36.440,68.968,2.914,-0.07
06:31:36.448,68.675,2.924,-0.075
06:31:36.456,68.284,2.917,-0.05
06:31:36.464,67.991,2.893,-0.045
06:31:36.472,67.551,2.851,-0.035
06:31:36.480,67.112,2.786,-0.005
06:31:36.488,66.623,2.692,0.01
06:31:36.496,66.037,2.567,0.045
06:31:36.504,65.5,2.413,0.08
06:31:36.512,64.816,2.234,0.125
06:31:36.520,64.035,2.041,0.16
06:31:36.528,63.302,1.846,0.205
06:31:36.536,62.569,1.657,0.22
06:31:36.544,61.885,1.485,0.235
06:31:36.552,61.299,1.35,0.23
06:31:36.560,60.909,1.244,0.205
06:31:36.568,61.006,1.148,0.145
06:31:36.576,61.934,1.065,0.11
06:31:36.584,64.132,1.0,0.05
06:31:36.592,67.6,0.951,0.015
06:31:36.600,72.24,0.914,-0.025
06:31:36.608,77.369,0.887,-0.035
06:31:36.616,82.547,0.865,-0.055
06:31:36.624,87.724,0.848,-0.045
06:31:36.632,92.657,0.835,-0.05
06:31:36.640,97.249,0.824,-0.055
06:31:36.648,101.254,0.817,-0.04
06:31:36.656,104.38,0.819,-0.05
06:31:36.664,106.676,0.829,-0.04
06:31:36.672,108.092,0.843,-0.03
06:31:36.680,108.825,0.861,-0.025
06:31:36.688,108.825,0.887,-0.035
06:31:36.696,108.287,0.919,-0.02
06:31:36.704,107.359,0.955,-0.025
06:31:36.712,106.138,0.993,0.005
06:31:36.720,104.624,1.031,0.005
06:31:36.728,103.012,1.067,0.03
06:31:36.736,101.254,1.1,0.025
06:31:36.744,99.349,1.127,0.065
06:31:36.752,97.493,1.15,0.065
06:31:36.760,95.539,1.165,0.075
06:31:36.768,93.536,1.173,0.08
06:31:36.776,91.387,1.173,0.05
06:31:36.784,89.043,1.164,0.015
06:31:36.792,86.503,1.149,0.0
06:31:36.800,83.816,1.13,-0.025
06:31:36.808,81.228,1.113,-0.025
06:31:36.816,78.932,1.102,-0.045
06:31:36.824,76.929,1.101,-0.045
06:31:36.832,75.171,1.117,-0.03
06:31:36.840,73.559,1.157,-0.04
06:31:36.848,72.24,1.225,-0.035
06:31:36.856,71.166,1.304,-0.165
06:31:36.864,70.384,1.4,0.215
06:31:36.872,69.847,1.528,0.89
06:31:36.880,69.554,1.68,1.415
06:31:36.888,69.359,1.848,1.01
06:31:36.896,69.31,2.023,0.22
06:31:36.904,69.31,2.196,-0.015
06:31:36.912,69.359,2.356,-0.055
06:31:36.920,69.407,2.5,-0.08
06:31:36.928,69.407,2.621,-0.095
06:31:36.936,69.359,2.717,-0.095
06:31:36.944,69.261,2.788,-0.09
06:31:36.952,69.114,2.831,-0.08
06:31:36.960,68.919,2.852,-0.07
06:31:36.968,68.724,2.863,-0.07
06:31:36.976,68.431,2.86,-0.045
06:31:36.984,68.089,2.845,-0.045
06:31:36.992,67.747,2.818,-0.025
06:31:37.000,67.356,2.781,-0.02
06:31:37.008,66.868,2.735,0.02
06:31:37.016,66.281,2.682,0.03
06:31:37.024,65.744,2.623,0.085
06:31:37.032,65.06,2.555,0.12
06:31:37.040,64.425,2.482,0.16
06:31:37.048,63.79,2.404,0.19
06:31:37.056,63.155,2.329,0.225
06:31:37.064,62.569,2.256,0.235
06:31:37.072,61.983,2.173,0.25
06:31:37.080,61.446,2.086,0.255
06:31:37.088,61.055,1.998,0.205
06:31:37.096,61.006,1.912,0.15
06:31:37.104,61.592,1.832,0.11
06:31:37.112,63.448,1.759,0.055
06:31:37.120,66.623,1.694,0.015
06:31:37.128,70.97,1.64,-0.005
06:31:37.136,75.904,1.595,-0.03
06:31:37.144,81.032,1.558,-0.04
06:31:37.152,86.112,1.531,-0.045
06:31:37.160,91.045,1.511,-0.04
06:31:37.168,95.686,1.493,-0.05
06:31:37.176,99.593,1.476,-0.035
06:31:37.184,102.719,1.462,-0.04
06:31:37.192,104.917,1.449,-0.025
06:31:37.200,106.285,1.435,-0.03
06:31:37.208,106.969,1.418,-0.02
06:31:37.216,106.969,1.399,-0.01
06:31:37.224,106.48,1.374,-0.005
06:31:37.232,105.503,1.346,-0.005
06:31:37.240,104.136,1.315,0.015
06:31:37.248,102.573,1.287,0.045
06:31:37.256,100.814,1.263,0.06
06:31:37.264,99.007,1.234,0.065
06:31:37.272,97.2,1.202,0.07
06:31:37.280,95.344,1.17,0.075
06:31:37.288,93.488,1.137,0.1
06:31:37.296,91.485,1.103,0.105
06:31:37.304,89.287,1.067,0.045
06:31:37.312,86.845,1.031,0.015
06:31:37.320,84.305,0.996,-0.01
06:31:37.328,81.618,0.963,-0.025
06:31:37.336,79.127,0.933,-0.035
06:31:37.344,76.929,0.91,-0.03
06:31:37.352,75.073,0.902,-0.025
06:31:37.360,73.51,0.91,-0.025
06:31:37.368,72.094,0.935,-0.045
