Time,ABP,PLETH,II
13:39:06.904,55.878,2.869,0.435
13:39:06.912,55.194,2.826,0.405
13:39:06.920,54.51,2.775,0.375
13:39:06.928,53.875,2.717,0.355
13:39:06.936,53.289,2.654,0.325
13:39:06.944,52.654,2.585,0.32
13:39:06.952,52.068,2.512,0.33
13:39:06.960,51.482,2.438,0.36
13:39:06.968,50.993,2.363,0.37
13:39:06.976,50.407,2.287,0.4
13:39:06.984,49.87,2.214,0.395
13:39:06.992,49.381,2.15,0.41
13:39:07.000,48.991,2.091,0.405
13:39:07.008,48.551,2.03,0.425
13:39:07.016,48.111,1.971,0.415
13:39:07.024,47.672,1.914,0.42
13:39:07.032,47.232,1.861,0.405
13:39:07.040,46.939,1.811,0.42
13:39:07.048,46.597,1.765,0.41
13:39:07.056,46.255,1.723,0.425
13:39:07.064,45.865,1.684,0.415
13:39:07.072,45.474,1.648,0.425
13:39:07.080,45.23,1.615,0.43
13:39:07.088,44.937,1.584,0.485
13:39:07.096,44.546,1.557,0.505
13:39:07.104,44.253,1.535,0.46
13:39:07.112,44.057,1.519,0.485
13:39:07.120,44.009,1.506,-0.5
13:39:07.128,43.911,1.489,-0.5
13:39:07.136,43.715,1.469,-0.5
13:39:07.144,43.569,1.449,-0.38
13:39:07.152,43.374,1.427,0.06
13:39:07.160,43.178,1.406,0.39
13:39:07.168,42.934,1.384,0.515
13:39:07.176,42.739,1.364,0.575
13:39:07.184,42.543,1.344,0.585
13:39:07.192,42.348,1.327,0.61
13:39:07.200,42.152,1.314,0.595
13:39:07.208,42.055,1.298,0.605
13:39:07.216,41.908,1.281,0.595
13:39:07.224,41.859,1.263,0.61
13:39:07.232,41.713,1.245,0.59
13:39:07.240,41.469,1.228,0.595
13:39:07.248,41.127,1.211,0.575
13:39:07.256,40.736,1.196,0.585
13:39:07.264,40.345,1.183,0.575
13:39:07.272,40.003,1.171,0.57
13:39:07.280,39.564,1.16,0.575
13:39:07.288,39.124,1.153,0.565
13:39:07.296,38.733,1.149,0.555
13:39:07.304,38.489,1.142,0.55
13:39:07.312,38.245,1.133,0.57
13:39:07.320,37.903,1.123,0.555
13:39:07.328,37.659,1.113,0.56
13:39:07.336,37.805,1.105,0.545
13:39:07.344,38.489,1.096,0.55
13:39:07.352,40.052,1.088,0.525
13:39:07.360,42.983,1.08,0.53
13:39:07.368,47.428,1.073,0.5
13:39:07.376,53.289,1.067,0.5
13:39:07.384,60.225,1.063,0.47
13:39:07.392,67.796,1.062,0.47
13:39:07.400,75.757,1.062,0.445
13:39:07.408,84.012,1.06,0.445
13:39:07.416,92.364,1.058,0.42
13:39:07.424,100.472,1.057,0.425
13:39:07.432,108.043,1.056,0.4
13:39:07.440,114.686,1.056,0.405
13:39:07.448,120.303,1.056,0.38
13:39:07.456,124.943,1.056,0.38
13:39:07.464,128.362,1.055,0.385
13:39:07.472,130.853,1.053,0.365
13:39:07.480,132.563,1.051,0.385
13:39:07.488,133.637,1.052,0.375
13:39:07.496,134.175,1.055,0.395
13:39:07.504,134.175,1.056,0.39
