Time,ABP,PLETH,II
20:43:58.680,,,
20:43:58.688,,,
20:43:58.696,,,
20:43:58.704,,,
20:43:58.712,,,
20:43:58.720,,,
20:43:58.728,,,
20:43:58.736,,,
20:43:58.744,,,
20:43:58.752,,,
20:43:58.760,,,
20:43:58.768,,,
20:43:58.776,,,
20:43:58.784,,,
20:43:58.792,,,
20:43:58.800,,,
20:43:58.808,,,
20:43:58.816,,,
20:43:58.824,,,
20:43:58.832,,,
20:43:58.840,,,
20:43:58.848,,,
20:43:58.856,,,
20:43:58.864,,,
20:43:58.872,,,
20:43:58.880,,,
20:43:58.888,,,
20:43:58.896,,,
20:43:58.904,,,
20:43:58.912,,,
20:43:58.920,,,
20:43:58.928,,,
20:43:58.936,,,
20:43:58.944,,,
20:43:58.952,,,
20:43:58.960,,,
20:43:58.968,,,
20:43:58.976,,,
20:43:58.984,,,
20:43:58.992,,,
20:43:59.000,,,
20:43:59.008,,,
20:43:59.016,,,
20:43:59.024,,,
20:43:59.032,,,
20:43:59.040,,,
20:43:59.048,,,
20:43:59.056,,,
20:43:59.064,,,
20:43:59.072,,,
20:43:59.080,,,
20:43:59.088,,,
20:43:59.096,,,
20:43:59.104,,,
20:43:59.112,,,
20:43:59.120,,,
20:43:59.128,,,
20:43:59.136,,,
20:43:59.144,,,
20:43:59.152,,,
20:43:59.160,,,
20:43:59.168,,,
20:43:59.176,,,
20:43:59.184,,,
20:43:59.192,,,
20:43:59.200,,,
20:43:59.208,,,
20:43:59.216,,,
20:43:59.224,,,
20:43:59.232,,,
20:43:59.240,,,
20:43:59.248,,,
20:43:59.256,,,
20:43:59.264,,,
20:43:59.272,,,
20:43:59.280,,,
20:43:59.288,,,
20:43:59.296,,,
20:43:59.304,,,
20:43:59.312,,,
20:43:59.320,,,
20:43:59.328,,,
20:43:59.336,,,
20:43:59.344,,,
20:43:59.352,,,
20:43:59.360,,,
20:43:59.368,,,
20:43:59.376,,,
20:43:59.384,,,
20:43:59.392,,,
20:43:59.400,,,
20:43:59.408,,,
20:43:59.416,,,
20:43:59.424,,,
20:43:59.432,,,
20:43:59.440,,,
20:43:59.448,,,
20:43:59.456,,,
20:43:59.464,,,
20:43:59.472,,,
20:43:59.480,,,
20:43:59.488,,,
20:43:59.496,,,
20:43:59.504,,,
20:43:59.512,,,
20:43:59.520,,,
20:43:59.528,,,
20:43:59.536,,,
20:43:59.544,,,
20:43:59.552,,,
20:43:59.560,,,
20:43:59.568,,,
20:43:59.576,,,
20:43:59.584,,,
20:43:59.592,,,
20:43:59.600,,,
20:43:59.608,,,
20:43:59.616,,,
20:43:59.624,,,
20:43:59.632,,,
20:43:59.640,,,
20:43:59.648,,,
20:43:59.656,,,
20:43:59.664,,,
20:43:59.672,,,
20:43:59.680,,,
20:43:59.688,,,
20:43:59.696,,,
20:43:59.704,,,
20:43:59.712,,,
20:43:59.720,,,
20:43:59.728,,,
20:43:59.736,,,
20:43:59.744,,,
20:43:59.752,,,
20:43:59.760,,,
20:43:59.768,,,
