Time,ABP,PLETH,II
14:53:31.424,49.283,0.321,0.02
14:53:31.432,48.892,0.315,0.035
14:53:31.440,48.501,0.309,0.031
14:53:31.448,48.305,0.303,0.041
14:53:31.456,48.11,0.298,0.031
14:53:31.464,47.914,0.294,0.045
14:53:31.472,47.914,0.291,0.045
14:53:31.480,47.914,0.287,0.035
14:53:31.488,47.718,0.283,0.025
14:53:31.496,47.718,0.279,0.016
14:53:31.504,47.523,0.275,0.016
14:53:31.512,47.523,0.271,0.031
14:53:31.520,47.914,0.267,0.02
14:53:31.528,49.087,0.264,0.041
14:53:31.536,52.216,0.26,0.055
14:53:31.544,59.257,0.256,0.051
14:53:31.552,70.209,0.252,0.061
14:53:31.560,82.725,0.248,0.064
14:53:31.568,93.872,0.246,0.076
14:53:31.576,102.868,0.244,0.07
14:53:31.584,110.887,0.241,0.086
14:53:31.592,118.514,0.239,0.111
14:53:31.600,125.75,0.237,0.125
14:53:31.608,132.203,0.235,0.135
14:53:31.616,137.875,0.233,0.16
14:53:31.624,142.764,0.231,0.201
14:53:31.632,146.675,0.228,0.221
14:53:31.640,149.609,0.226,0.26
14:53:31.648,151.76,0.224,0.291
14:53:31.656,153.325,0.221,0.285
14:53:31.664,154.498,0.219,0.324
14:53:31.672,155.476,0.219,0.32
14:53:31.680,156.063,0.219,0.279
14:53:31.688,156.649,0.218,0.275
14:53:31.696,157.041,0.216,0.279
14:53:31.704,156.845,0.214,0.256
14:53:31.712,156.258,0.213,0.266
14:53:31.720,155.476,0.211,0.24
14:53:31.728,154.303,0.209,0.24
14:53:31.736,152.738,0.207,0.234
14:53:31.744,150.782,0.206,0.23
14:53:31.752,148.436,0.206,0.23
14:53:31.760,145.502,0.206,0.234
14:53:31.768,142.177,0.209,0.225
14:53:31.776,138.266,0.214,0.215
14:53:31.784,133.768,0.222,0.211
14:53:31.792,128.683,0.234,0.211
14:53:31.800,123.207,0.249,0.195
14:53:31.808,117.145,0.271,0.205
14:53:31.816,111.082,0.296,0.211
14:53:31.824,105.802,0.326,0.211
14:53:31.832,102.086,0.358,0.205
14:53:31.840,100.326,0.391,0.211
14:53:31.848,99.935,0.425,0.211
14:53:31.856,99.153,0.457,0.225
14:53:31.864,97.001,0.489,0.221
14:53:31.872,93.872,0.518,0.23
14:53:31.880,91.33,0.542,0.246
14:53:31.888,89.57,0.561,0.234
14:53:31.896,88.005,0.581,0.246
14:53:31.904,86.441,0.599,0.234
14:53:31.912,85.072,0.618,0.24
14:53:31.920,83.898,0.634,0.25
14:53:31.928,82.529,0.65,0.24
14:53:31.936,81.356,0.664,0.246
14:53:31.944,79.987,0.675,0.24
14:53:31.952,78.814,0.686,0.23
14:53:31.960,77.64,0.694,0.225
14:53:31.968,76.662,0.702,0.23
14:53:31.976,75.489,0.707,0.215
14:53:31.984,74.511,0.708,0.211
14:53:31.992,73.533,0.707,0.211
14:53:32.000,72.751,0.705,0.195
14:53:32.008,71.969,0.701,0.189
14:53:32.016,70.991,0.695,0.195
14:53:32.024,70.209,0.688,0.189
14:53:32.032,69.426,0.678,0.205
14:53:32.040,68.644,0.667,0.211
14:53:32.048,67.862,0.655,0.221
14:53:32.056,67.08,0.641,0.215
14:53:32.064,66.297,0.628,0.23
14:53:32.072,65.711,0.615,0.234
14:53:32.080,64.928,0.602,0.279
14:53:32.088,64.342,0.59,0.395
14:53:32.096,63.559,0.581,0.641
14:53:32.104,62.973,0.571,0.865
14:53:32.112,62.386,0.561,1.064
14:53:32.120,61.799,0.551,0.984
14:53:32.128,61.213,0.543,0.686
14:53:32.136,60.626,0.535,0.195
14:53:32.144,60.039,0.526,-0.174
14:53:32.152,59.648,0.518,-0.205
14:53:32.160,59.061,0.511,-0.08
14:53:32.168,58.475,0.503,-0.035
14:53:32.176,58.083,0.496,-0.014
14:53:32.184,57.692,0.487,-0.01
14:53:32.192,57.106,0.48,-0.025
14:53:32.200,56.91,0.473,0.0
14:53:32.208,56.519,0.465,0.006
14:53:32.216,56.128,0.458,0.01
14:53:32.224,55.932,0.451,0.0
14:53:32.232,55.737,0.444,0.02
14:53:32.240,55.541,0.436,0.031
14:53:32.248,55.15,0.43,0.035
14:53:32.256,54.954,0.423,0.025
14:53:32.264,54.759,0.416,0.031
14:53:32.272,54.954,0.411,0.025
14:53:32.280,55.346,0.405,0.031
14:53:32.288,56.91,0.399,0.02
14:53:32.296,59.844,0.393,0.031
14:53:32.304,65.711,0.388,0.041
14:53:32.312,74.511,0.383,0.051
14:53:32.320,84.681,0.379,0.045
14:53:32.328,94.263,0.374,0.076
14:53:32.336,102.282,0.37,0.086
14:53:32.344,109.322,0.364,0.115
14:53:32.352,116.167,0.36,0.121
14:53:32.360,122.621,0.356,0.135
14:53:32.368,128.879,0.352,0.156
14:53:32.376,134.55,0.347,0.195
14:53:32.384,139.635,0.343,0.221
14:53:32.392,143.938,0.339,0.26
14:53:32.400,147.458,0.335,0.285
14:53:32.408,150.196,0.332,0.291
14:53:32.416,152.151,0.33,0.285
14:53:32.424,153.52,0.327,0.275
14:53:32.432,154.498,0.325,0.27
14:53:32.440,155.085,0.323,0.25
14:53:32.448,155.476,0.32,0.256
14:53:32.456,155.672,0.317,0.234
