Time,ABP,PLETH,II
17:37:40.000,71.146,0.725,0.494
17:37:40.008,78.958,0.725,0.486
17:37:40.016,89.896,0.725,0.478
17:37:40.024,100.833,0.725,0.471
17:37:40.032,111.771,0.722,0.459
17:37:40.040,122.708,0.722,0.455
17:37:40.048,131.25,0.722,0.451
17:37:40.056,139.062,0.718,0.451
17:37:40.064,143.75,0.718,0.455
17:37:40.072,146.875,0.718,0.451
17:37:40.080,146.146,0.714,0.451
17:37:40.088,143.021,0.714,0.451
17:37:40.096,136.771,0.714,0.455
17:37:40.104,128.958,0.714,0.455
17:37:40.112,121.146,0.714,0.455
17:37:40.120,112.5,0.714,0.451
17:37:40.128,105.521,0.71,0.451
17:37:40.136,98.438,0.71,0.451
17:37:40.144,93.021,0.71,0.451
17:37:40.152,88.333,0.71,0.451
17:37:40.160,85.208,0.71,0.451
17:37:40.168,82.083,0.706,0.455
17:37:40.176,79.688,0.706,0.459
17:37:40.184,78.125,0.706,0.459
17:37:40.192,77.396,0.706,0.467
17:37:40.200,76.562,0.706,0.475
17:37:40.208,74.271,0.706,0.49
17:37:40.216,71.875,0.706,0.51
17:37:40.224,69.583,0.706,0.522
17:37:40.232,68.75,0.702,0.525
17:37:40.240,68.75,0.702,0.514
17:37:40.248,69.583,0.6,0.49
17:37:40.256,70.312,0.451,0.467
17:37:40.264,71.146,0.388,0.451
17:37:40.272,72.708,0.373,0.439
17:37:40.280,74.271,0.384,0.439
17:37:40.288,76.562,0.412,0.439
17:37:40.296,78.958,0.443,0.439
17:37:40.304,82.083,0.475,0.431
17:37:40.312,84.375,0.502,0.435
17:37:40.320,85.938,0.525,0.522
17:37:40.328,88.333,0.549,0.757
17:37:40.336,89.896,0.565,1.0
17:37:40.344,90.625,0.576,1.0
17:37:40.352,90.625,0.576,1.0
17:37:40.360,89.896,0.576,0.953
17:37:40.368,88.333,0.569,0.533
17:37:40.376,85.938,0.557,0.38
17:37:40.384,85.208,0.541,0.349
17:37:40.392,83.646,0.522,0.345
17:37:40.400,82.083,0.506,0.349
17:37:40.408,81.25,0.49,0.353
17:37:40.416,80.521,0.471,0.361
17:37:40.424,78.958,0.455,0.365
17:37:40.432,76.562,0.439,0.369
17:37:40.440,75.0,0.424,0.373
17:37:40.448,75.0,0.412,0.384
17:37:40.456,71.146,0.4,0.388
17:37:40.464,64.062,0.392,0.396
17:37:40.472,58.646,0.388,0.4
17:37:40.480,60.938,0.384,0.404
17:37:40.488,68.75,0.376,0.416
