Time,ABP,PLETH,II
11:13:01.448,120.508,1.192,-0.14
11:13:01.456,133.872,1.176,-0.14
11:13:01.464,145.536,1.162,-0.135
11:13:01.472,154.386,1.152,-0.126
11:13:01.480,159.427,1.144,-0.095
11:13:01.488,160.599,1.142,-0.075
11:13:01.496,158.255,1.144,-0.061
11:13:01.504,153.214,1.147,-0.05
11:13:01.512,146.532,1.151,-0.035
11:13:01.520,139.03,1.153,-0.025
11:13:01.528,131.351,1.157,-0.025
11:13:01.536,123.966,1.163,-0.025
11:13:01.544,117.226,1.171,-0.025
11:13:01.552,111.13,1.181,-0.025
11:13:01.560,105.738,1.193,-0.03
11:13:01.568,101.224,1.204,-0.035
11:13:01.576,97.473,1.218,-0.035
11:13:01.584,94.543,1.232,-0.035
11:13:01.592,92.315,1.244,-0.041
11:13:01.600,90.674,1.256,-0.041
11:13:01.608,89.619,1.267,-0.05
11:13:01.616,88.857,1.278,-0.055
11:13:01.624,88.447,1.285,-0.055
11:13:01.632,88.037,1.29,-0.061
11:13:01.640,87.685,1.291,-0.065
11:13:01.648,87.275,1.287,-0.065
11:13:01.656,86.864,1.279,-0.07
11:13:01.664,86.63,1.269,-0.065
11:13:01.672,86.688,1.263,-0.07
11:13:01.680,87.216,1.267,-0.065
11:13:01.688,88.271,1.29,-0.07
11:13:01.696,89.912,1.348,-0.07
11:13:01.704,91.964,1.452,-0.065
11:13:01.712,94.367,1.604,-0.065
11:13:01.720,96.946,1.799,-0.065
11:13:01.728,99.525,2.02,-0.065
11:13:01.736,102.045,2.241,-0.07
11:13:01.744,104.214,2.442,-0.065
11:13:01.752,105.972,2.601,-0.065
11:13:01.760,107.203,2.708,-0.061
11:13:01.768,107.73,2.757,-0.041
11:13:01.776,107.73,2.753,-0.005
11:13:01.784,107.086,2.716,0.015
11:13:01.792,106.031,2.654,0.02
11:13:01.800,104.507,2.568,0.03
11:13:01.808,102.631,2.467,0.015
11:13:01.816,100.521,2.358,-0.01
11:13:01.824,98.294,2.245,-0.015
11:13:01.832,96.066,2.135,-0.035
11:13:01.840,93.781,2.028,-0.05
11:13:01.848,91.671,1.932,-0.055
11:13:01.856,89.619,1.845,-0.075
11:13:01.864,87.685,1.77,-0.095
11:13:01.872,85.868,1.707,-0.09
11:13:01.880,84.227,1.659,-0.081
11:13:01.888,82.761,1.623,-0.081
11:13:01.896,81.355,1.592,-0.075
11:13:01.904,80.182,1.568,-0.081
11:13:01.912,79.127,1.547,0.055
11:13:01.920,78.131,1.53,0.355
11:13:01.928,77.252,1.513,0.855
11:13:01.936,76.431,1.498,1.146
11:13:01.944,75.728,1.486,0.295
11:13:01.952,75.083,1.481,-0.24
11:13:01.960,74.614,1.483,-0.285
11:13:01.968,74.145,1.495,-0.196
11:13:01.976,73.852,1.518,-0.14
11:13:01.984,73.676,1.544,-0.12
11:13:01.992,73.559,1.576,-0.11
11:13:02.000,73.501,1.616,-0.106
11:13:02.008,73.501,1.66,-0.1
11:13:02.016,73.676,1.705,-0.095
11:13:02.024,73.852,1.747,-0.086
11:13:02.032,74.145,1.783,-0.081
11:13:02.040,74.497,1.811,-0.07
11:13:02.048,74.849,1.829,-0.065
11:13:02.056,75.318,1.836,-0.061
11:13:02.064,75.669,1.831,-0.055
11:13:02.072,76.138,1.815,-0.05
11:13:02.080,76.49,1.794,-0.045
11:13:02.088,76.841,1.767,-0.035
11:13:02.096,77.135,1.734,-0.025
11:13:02.104,77.31,1.696,-0.025
11:13:02.112,77.428,1.655,-0.025
11:13:02.120,77.486,1.613,-0.021
11:13:02.128,77.428,1.571,-0.021
11:13:02.136,77.252,1.529,-0.015
11:13:02.144,76.841,1.488,-0.01
11:13:02.152,76.431,1.449,-0.015
11:13:02.160,75.904,1.411,-0.021
11:13:02.168,75.435,1.374,-0.025
11:13:02.176,75.318,1.34,-0.045
11:13:02.184,75.962,1.314,-0.061
11:13:02.192,78.717,1.293,-0.081
11:13:02.200,84.403,1.273,-0.106
11:13:02.208,93.546,1.252,-0.126
11:13:02.216,105.62,1.235,-0.135
