Time,ABP,PLETH,II
14:17:22.523,95.734,2.053,0.54
14:17:22.531,95.881,2.031,0.59
14:17:22.539,94.318,2.011,0.66
14:17:22.547,93.292,1.991,0.695
14:17:22.555,95.002,1.972,0.705
14:17:22.563,98.47,1.952,0.7
14:17:22.571,101.107,1.932,0.695
14:17:22.579,101.547,1.914,0.69
14:17:22.587,100.668,1.898,0.685
14:17:22.595,99.935,1.881,0.705
14:17:22.603,100.814,1.864,0.72
14:17:22.611,103.501,1.848,0.735
14:17:22.619,106.431,1.831,0.745
14:17:22.627,106.969,1.812,0.755
14:17:22.635,103.94,1.794,0.755
14:17:22.643,98.665,1.774,0.755
14:17:22.651,94.22,1.758,0.755
14:17:22.659,92.315,1.742,0.77
14:17:22.667,91.29,1.724,0.78
14:17:22.675,87.48,1.706,0.8
14:17:22.683,78.981,1.689,0.81
14:17:22.691,66.965,1.675,0.83
14:17:22.699,55.292,1.659,0.845
14:17:22.707,48.356,1.641,0.86
14:17:22.715,48.258,1.628,0.875
14:17:22.723,53.191,1.613,0.9
14:17:22.731,59.59,1.595,0.94
14:17:22.739,65.793,1.58,0.98
14:17:22.747,72.045,1.564,1.015
14:17:22.755,79.127,1.546,1.045
14:17:22.763,87.529,1.531,1.081
14:17:22.771,97.688,1.518,1.106
14:17:22.779,108.629,1.509,1.146
14:17:22.787,119.228,1.502,1.191
14:17:22.795,127.825,1.494,1.225
14:17:22.803,133.296,1.485,1.24
14:17:22.811,137.057,1.475,1.236
14:17:22.819,141.306,1.465,1.2
14:17:22.827,145.751,1.456,1.146
14:17:22.835,147.07,1.449,1.09
14:17:22.843,143.748,1.445,1.021
14:17:22.851,139.352,1.441,0.945
14:17:22.859,139.059,1.436,0.875
14:17:22.867,142.722,1.429,0.81
14:17:22.875,146.532,1.42,0.75
14:17:22.883,149.561,1.416,0.7
14:17:22.891,153.566,1.414,0.665
14:17:22.899,158.353,1.413,0.66
14:17:22.907,162.065,1.411,0.655
14:17:22.915,164.605,1.407,0.64
14:17:22.923,166.754,1.402,0.625
14:17:22.931,167.682,1.397,0.615
14:17:22.939,166.119,1.394,0.615
14:17:22.947,162.993,1.393,0.615
14:17:22.955,161.821,1.392,0.625
14:17:22.963,166.607,1.392,0.635
14:17:22.971,179.307,1.392,0.65
14:17:22.979,185.021,1.394,0.665
14:17:22.987,185.021,1.404,0.67
14:17:22.995,185.021,1.419,0.665
14:17:23.003,185.021,1.436,0.67
14:17:23.011,171.199,1.458,0.685
14:17:23.019,160.306,1.493,0.705
14:17:23.027,154.738,1.543,0.715
14:17:23.035,152.247,1.609,0.715
14:17:23.043,151.856,1.689,0.715
14:17:23.051,152.638,1.775,0.72
14:17:23.059,151.856,1.862,0.72
14:17:23.067,146.679,1.945,0.725
14:17:23.075,137.105,2.022,0.735
14:17:23.083,125.969,2.083,0.73
14:17:23.091,116.298,2.137,0.725
14:17:23.099,109.264,2.195,0.725
14:17:23.107,105.601,2.248,0.73
14:17:23.115,107.555,2.296,0.725
14:17:23.123,116.2,2.339,0.73
14:17:23.131,127.727,2.381,0.74
14:17:23.139,134.321,2.423,0.74
14:17:23.147,131.977,2.463,0.745
14:17:23.155,124.992,2.501,0.755
14:17:23.163,120.156,2.54,0.76
14:17:23.171,120.254,2.575,0.74
14:17:23.179,122.55,2.599,0.745
14:17:23.187,123.38,2.616,0.76
14:17:23.195,121.671,2.631,0.79
14:17:23.203,118.935,2.644,0.825
14:17:23.211,116.982,2.655,0.845
14:17:23.219,116.298,2.665,0.85
14:17:23.227,115.907,2.674,0.84
14:17:23.235,114.637,2.684,0.83
14:17:23.243,111.413,2.693,0.83
14:17:23.251,106.187,2.7,0.82
14:17:23.259,99.886,2.706,0.805
14:17:23.267,94.22,2.709,0.785
14:17:23.275,91.045,2.706,0.755
14:17:23.283,90.801,2.697,0.735
14:17:23.291,92.95,2.683,0.735
14:17:23.299,95.979,2.665,0.725
14:17:23.307,98.323,2.644,0.72
14:17:23.315,98.86,2.62,0.725
14:17:23.323,97.786,2.589,0.75
14:17:23.331,96.467,2.553,0.765
14:17:23.339,95.783,2.514,0.775
14:17:23.347,95.295,2.471,0.76
14:17:23.355,93.634,2.424,0.74
14:17:23.363,89.727,2.38,0.73
14:17:23.371,84.549,2.339,0.715
14:17:23.379,81.13,2.305,0.73
14:17:23.387,82.302,2.274,0.855
14:17:23.395,88.554,2.239,1.186
14:17:23.403,97.053,2.206,1.501
14:17:23.411,104.38,2.176,1.501
14:17:23.419,108.287,2.147,1.471
14:17:23.427,108.629,2.117,0.94
14:17:23.435,105.992,2.089,0.66
14:17:23.443,101.547,2.064,0.62
14:17:23.451,96.467,2.041,0.66
14:17:23.459,92.315,2.023,0.705
14:17:23.467,90.948,2.007,0.72
14:17:23.475,93.341,1.992,0.74
14:17:23.483,98.323,1.978,0.765
14:17:23.491,102.426,1.961,0.78
14:17:23.499,103.012,1.943,0.76
