Time,ABP,PLETH,II
14:54:37.944,147.07,1.2,0.14
14:54:37.952,146.239,1.195,0.155
14:54:37.960,145.507,1.19,0.145
14:54:37.968,144.872,1.186,0.165
14:54:37.976,144.237,1.185,0.175
14:54:37.984,143.699,1.187,0.195
14:54:37.992,143.162,1.187,0.185
14:54:38.000,142.674,1.185,0.2
14:54:38.008,142.039,1.182,0.195
14:54:38.016,141.159,1.177,0.165
14:54:38.024,139.792,1.169,0.105
14:54:38.032,137.887,1.159,0.15
14:54:38.040,135.054,1.152,0.43
14:54:38.048,131.391,1.158,1.101
14:54:38.056,126.995,1.187,1.501
14:54:38.064,122.452,1.247,1.451
14:54:38.072,118.203,1.326,0.765
14:54:38.080,114.442,1.429,0.285
14:54:38.088,111.316,1.577,0.035
14:54:38.096,108.727,1.755,-0.045
14:54:38.104,106.822,1.947,-0.021
14:54:38.112,105.308,2.14,0.004
14:54:38.120,104.184,2.318,0.035
14:54:38.128,103.256,2.472,0.035
14:54:38.136,102.475,2.6,0.03
14:54:38.144,101.791,2.7,0.065
14:54:38.152,101.156,2.774,0.075
14:54:38.160,100.619,2.828,0.06
14:54:38.168,99.984,2.863,0.085
14:54:38.176,99.447,2.88,0.1
14:54:38.184,98.909,2.885,0.105
14:54:38.192,98.372,2.885,0.095
14:54:38.200,97.884,2.882,0.14
14:54:38.208,97.2,2.873,0.13
14:54:38.216,96.418,2.859,0.15
14:54:38.224,95.686,2.841,0.195
14:54:38.232,94.855,2.816,0.215
14:54:38.240,93.976,2.787,0.26
14:54:38.248,93.097,2.753,0.28
14:54:38.256,92.12,2.713,0.28
14:54:38.264,91.192,2.656,0.315
14:54:38.272,90.362,2.603,0.325
14:54:38.280,89.922,2.561,0.33
14:54:38.288,90.313,2.507,0.285
14:54:38.296,91.729,2.447,0.275
14:54:38.304,94.171,2.38,0.3
14:54:38.312,97.346,2.311,0.25
14:54:38.320,101.107,2.239,0.23
14:54:38.328,105.943,2.168,0.21
14:54:38.336,112.097,2.1,0.2
14:54:38.344,118.887,2.035,0.205
14:54:38.352,124.504,1.977,0.18
14:54:38.360,128.118,1.925,0.16
14:54:38.368,129.876,1.881,0.19
14:54:38.376,130.218,1.846,0.165
14:54:38.384,129.876,1.817,0.16
14:54:38.392,129.241,1.79,0.19
14:54:38.400,128.558,1.764,0.185
14:54:38.408,127.972,1.74,0.2
14:54:38.416,127.483,1.717,0.195
14:54:38.424,127.044,1.695,0.21
14:54:38.432,126.555,1.674,0.195
14:54:38.440,125.969,1.653,0.2
14:54:38.448,125.285,1.631,0.205
14:54:38.456,124.162,1.61,0.21
14:54:38.464,122.306,1.588,0.2
14:54:38.472,119.57,1.571,0.215
14:54:38.480,116.005,1.554,0.19
14:54:38.488,111.853,1.535,0.215
14:54:38.496,107.75,1.512,0.19
14:54:38.504,103.843,1.486,0.215
14:54:38.512,100.619,1.457,0.195
14:54:38.520,97.932,1.429,0.2
14:54:38.528,95.881,1.407,0.21
14:54:38.536,94.22,1.397,0.19
14:54:38.544,93.097,1.409,0.21
14:54:38.552,92.315,1.448,0.195
14:54:38.560,91.876,1.517,0.21
14:54:38.568,91.632,1.597,0.2
14:54:38.576,91.485,1.688,0.215
14:54:38.584,91.534,1.803,0.2
14:54:38.592,91.68,1.925,0.215
14:54:38.600,91.876,2.04,0.22
14:54:38.608,92.071,2.142,0.23
14:54:38.616,92.071,2.223,0.24
14:54:38.624,92.071,2.282,0.22
14:54:38.632,91.973,2.318,0.205
14:54:38.640,91.876,2.334,0.225
14:54:38.648,91.729,2.335,0.235
14:54:38.656,91.485,2.323,0.21
14:54:38.664,91.192,2.299,0.24
14:54:38.672,90.752,2.27,0.215
14:54:38.680,90.215,2.236,0.21
14:54:38.688,89.629,2.194,0.235
14:54:38.696,88.847,2.146,0.215
14:54:38.704,88.164,2.093,0.25
14:54:38.712,87.431,2.035,0.23
14:54:38.720,86.552,1.974,0.23
14:54:38.728,85.673,1.909,0.24
14:54:38.736,84.842,1.843,0.23
14:54:38.744,84.11,1.776,0.25
14:54:38.752,83.279,1.712,0.23
14:54:38.760,82.498,1.65,0.235
14:54:38.768,81.618,1.6,0.23
14:54:38.776,80.886,1.558,0.225
14:54:38.784,80.153,1.518,0.235
14:54:38.792,79.469,1.482,0.295
14:54:38.800,78.737,1.452,0.32
14:54:38.808,78.004,1.428,0.315
14:54:38.816,77.369,1.412,0.325
14:54:38.824,76.734,1.401,0.295
14:54:38.832,76.197,1.393,0.265
14:54:38.840,75.611,1.387,0.24
14:54:38.848,75.122,1.382,0.225
14:54:38.856,74.683,1.377,0.215
14:54:38.864,74.243,1.371,0.215
14:54:38.872,73.803,1.368,0.19
14:54:38.880,73.413,1.364,0.12
14:54:38.888,73.071,1.357,0.1
14:54:38.896,72.68,1.347,0.21
14:54:38.904,72.387,1.335,0.59
14:54:38.912,72.045,1.323,1.301
14:54:38.920,71.752,1.308,1.501
14:54:38.928,71.508,1.292,1.166
14:54:38.936,71.215,1.275,0.505
14:54:38.944,70.97,1.258,0.095
14:54:38.952,70.726,1.241,-0.065
14:54:38.960,70.531,1.225,-0.095
14:54:38.968,70.384,1.212,-0.05
14:54:38.976,70.189,1.201,0.015
14:54:38.984,69.994,1.188,0.06
14:54:38.992,69.798,1.172,0.08
14:54:39.000,69.652,1.154,0.1
14:54:39.008,69.554,1.138,0.105
14:54:39.016,69.505,1.121,0.125
