Time,ABP,PLETH,II
05:37:50.320,56.25,0.282,-0.008
05:37:50.328,58.125,0.267,-0.024
05:37:50.336,60.0,0.255,-0.024
05:37:50.344,63.125,0.243,-0.024
05:37:50.352,66.25,0.239,-0.031
05:37:50.360,68.75,0.235,-0.031
05:37:50.368,71.25,0.239,-0.039
05:37:50.376,73.75,0.243,-0.039
05:37:50.384,75.0,0.247,-0.031
05:37:50.392,78.125,0.255,-0.031
05:37:50.400,80.625,0.263,-0.031
05:37:50.408,83.125,0.275,-0.031
05:37:50.416,85.0,0.282,-0.031
05:37:50.424,86.875,0.294,-0.031
05:37:50.432,87.5,0.306,-0.039
05:37:50.440,88.125,0.314,-0.039
05:37:50.448,89.375,0.322,-0.039
05:37:50.456,88.125,0.329,-0.039
05:37:50.464,87.5,0.333,-0.047
05:37:50.472,86.25,0.337,-0.016
05:37:50.480,84.375,0.341,-0.008
05:37:50.488,83.125,0.345,0.016
05:37:50.496,80.625,0.345,0.047
05:37:50.504,77.5,0.345,0.063
05:37:50.512,75.0,0.341,0.079
05:37:50.520,72.5,0.341,0.071
05:37:50.528,70.625,0.337,0.024
05:37:50.536,68.125,0.333,-0.031
05:37:50.544,66.25,0.325,-0.063
05:37:50.552,65.0,0.322,-0.071
05:37:50.560,63.125,0.314,-0.063
05:37:50.568,61.875,0.31,-0.071
05:37:50.576,61.25,0.306,-0.102
05:37:50.584,59.375,0.302,-0.205
05:37:50.592,58.75,0.302,0.11
05:37:50.600,58.125,0.306,0.921
05:37:50.608,58.125,0.318,1.307
05:37:50.616,56.875,0.333,0.583
05:37:50.624,56.875,0.361,-0.008
05:37:50.632,56.875,0.392,-0.283
05:37:50.640,56.875,0.435,-0.339
05:37:50.648,56.875,0.478,-0.26
05:37:50.656,58.125,0.518,-0.244
05:37:50.664,58.125,0.553,-0.236
05:37:50.672,58.125,0.584,-0.213
05:37:50.680,58.75,0.612,-0.213
05:37:50.688,58.75,0.643,-0.189
05:37:50.696,59.375,0.663,-0.189
05:37:50.704,59.375,0.682,-0.173
05:37:50.712,60.0,0.694,-0.157
05:37:50.720,60.0,0.698,-0.142
05:37:50.728,60.0,0.694,-0.142
05:37:50.736,60.0,0.686,-0.134
05:37:50.744,61.25,0.675,-0.118
05:37:50.752,61.25,0.655,-0.094
05:37:50.760,60.0,0.631,-0.087
05:37:50.768,60.0,0.608,-0.063
05:37:50.776,60.0,0.584,-0.047
05:37:50.784,60.0,0.557,-0.016
05:37:50.792,59.375,0.525,0.008
05:37:50.800,59.375,0.494,0.024
05:37:50.808,58.75,0.463,0.039
05:37:50.816,58.75,0.435,0.039
05:37:50.824,58.125,0.404,0.024
05:37:50.832,58.125,0.376,0.016
05:37:50.840,56.875,0.353,0.0
05:37:50.848,58.125,0.329,-0.016
05:37:50.856,58.75,0.31,-0.024
05:37:50.864,61.25,0.294,-0.031
05:37:50.872,64.375,0.286,-0.031
05:37:50.880,67.5,0.278,-0.039
05:37:50.888,70.625,0.271,-0.039
05:37:50.896,72.5,0.271,-0.047
05:37:50.904,75.0,0.271,-0.031
05:37:50.912,77.5,0.275,-0.039
05:37:50.920,80.0,0.278,-0.031
05:37:50.928,83.125,0.29,-0.039
05:37:50.936,85.0,0.298,-0.039
05:37:50.944,87.5,0.31,-0.031
05:37:50.952,90.0,0.318,-0.039
05:37:50.960,90.625,0.329,-0.047
05:37:50.968,91.25,0.337,-0.039
05:37:50.976,92.5,0.345,-0.047
05:37:50.984,91.25,0.353,-0.047
05:37:50.992,90.625,0.361,-0.031
05:37:51.000,90.0,0.365,-0.024
05:37:51.008,87.5,0.369,-0.008
05:37:51.016,86.25,0.373,0.008
05:37:51.024,83.75,0.376,0.047
05:37:51.032,81.25,0.376,0.063
05:37:51.040,78.125,0.376,0.071
05:37:51.048,75.625,0.373,0.063
05:37:51.056,73.75,0.369,0.016
05:37:51.064,71.25,0.365,-0.031
05:37:51.072,69.375,0.365,-0.063
05:37:51.080,68.125,0.357,-0.071
05:37:51.088,65.625,0.353,-0.071
05:37:51.096,65.0,0.345,-0.071
05:37:51.104,63.125,0.341,-0.094
05:37:51.112,62.5,0.337,-0.213
05:37:51.120,61.25,0.337,0.055
05:37:51.128,61.25,0.345,0.835
05:37:51.136,60.0,0.357,1.323
05:37:51.144,59.375,0.373,0.646
05:37:51.152,59.375,0.4,0.024
05:37:51.160,59.375,0.431,-0.283
05:37:51.168,59.375,0.463,-0.354
05:37:51.176,59.375,0.494,-0.276
05:37:51.184,59.375,0.529,-0.252
05:37:51.192,60.0,0.573,-0.244
05:37:51.200,60.0,0.608,-0.228
05:37:51.208,61.25,0.643,-0.213
05:37:51.216,61.25,0.675,-0.213
05:37:51.224,61.875,0.702,-0.197
05:37:51.232,61.875,0.718,-0.189
05:37:51.240,62.5,0.729,-0.173
05:37:51.248,62.5,0.733,-0.165
05:37:51.256,62.5,0.733,-0.165
05:37:51.264,62.5,0.725,-0.15
05:37:51.272,62.5,0.71,-0.134
05:37:51.280,62.5,0.694,-0.134
05:37:51.288,62.5,0.671,-0.11
05:37:51.296,62.5,0.647,-0.094
05:37:51.304,62.5,0.62,-0.071
05:37:51.312,61.875,0.588,-0.047
05:37:51.320,61.875,0.557,-0.024
05:37:51.328,61.25,0.525,-0.008
05:37:51.336,61.25,0.494,0.008
05:37:51.344,60.0,0.463,0.024
05:37:51.352,59.375,0.431,0.024
05:37:51.360,59.375,0.404,0.008
05:37:51.368,58.75,0.38,0.0
05:37:51.376,59.375,0.365,-0.016
05:37:51.384,61.25,0.345,-0.024
05:37:51.392,63.125,0.329,-0.031
05:37:51.400,67.5,0.314,-0.031
05:37:51.408,70.625,0.306,-0.039
05:37:51.416,73.75,0.302,-0.039
05:37:51.424,75.625,0.298,-0.047
05:37:51.432,78.125,0.298,-0.039
05:37:51.440,80.625,0.302,-0.039
05:37:51.448,83.75,0.31,-0.039
05:37:51.456,86.875,0.318,-0.047
05:37:51.464,89.375,0.329,-0.039
05:37:51.472,91.25,0.337,-0.031
05:37:51.480,93.125,0.345,-0.047
05:37:51.488,94.375,0.357,-0.047
05:37:51.496,95.625,0.369,-0.047
05:37:51.504,95.625,0.376,-0.047
05:37:51.512,94.375,0.384,-0.047
05:37:51.520,93.75,0.392,-0.024
05:37:51.528,92.5,0.4,-0.008
05:37:51.536,90.625,0.4,0.008
05:37:51.544,88.125,0.404,0.031
05:37:51.552,86.25,0.404,0.063
05:37:51.560,83.125,0.404,0.071
05:37:51.568,80.625,0.404,0.094
05:37:51.576,78.125,0.4,0.055
05:37:51.584,75.625,0.396,0.008
05:37:51.592,73.75,0.392,-0.039
05:37:51.600,71.25,0.388,-0.063
05:37:51.608,69.375,0.38,-0.063
05:37:51.616,68.125,0.376,-0.071
05:37:51.624,66.25,0.369,-0.071
05:37:51.632,65.0,0.365,-0.134
05:37:51.640,64.375,0.361,-0.189
05:37:51.648,63.125,0.365,0.26
05:37:51.656,62.5,0.373,1.118
05:37:51.664,61.875,0.384,1.354
05:37:51.672,61.875,0.4,0.425
05:37:51.680,61.25,0.427,-0.071
05:37:51.688,61.25,0.459,-0.307
05:37:51.696,61.25,0.498,-0.331
05:37:51.704,61.875,0.537,-0.244
05:37:51.712,61.875,0.58,-0.236
05:37:51.720,61.875,0.624,-0.228
05:37:51.728,62.5,0.663,-0.22
05:37:51.736,62.5,0.702,-0.213
05:37:51.744,62.5,0.729,-0.197
05:37:51.752,63.125,0.753,-0.181
05:37:51.760,63.125,0.769,-0.173
05:37:51.768,64.375,0.773,-0.157
05:37:51.776,64.375,0.776,-0.15
05:37:51.784,64.375,0.773,-0.142
05:37:51.792,64.375,0.765,-0.134
05:37:51.800,64.375,0.749,-0.118
