Time,ABP,PLETH,II
19:09:18.000,73.75,0.447,0.227
19:09:18.008,73.281,0.443,0.242
19:09:18.016,72.969,0.439,0.258
19:09:18.024,72.5,0.435,0.258
19:09:18.032,72.031,0.427,0.266
19:09:18.040,71.719,0.424,0.297
19:09:18.048,71.25,0.42,0.336
19:09:18.056,70.781,0.416,0.383
19:09:18.064,70.781,0.408,0.422
19:09:18.072,71.719,0.404,0.445
19:09:18.080,73.281,0.4,0.469
19:09:18.088,76.719,0.396,0.477
19:09:18.096,81.719,0.392,0.477
19:09:18.104,87.969,0.388,0.461
19:09:18.112,95.781,0.384,0.438
19:09:18.120,103.75,0.38,0.406
19:09:18.128,111.719,0.38,0.352
19:09:18.136,119.531,0.376,0.305
19:09:18.144,126.25,0.373,0.266
19:09:18.152,132.5,0.369,0.25
19:09:18.160,137.5,0.365,0.234
19:09:18.168,141.719,0.365,0.211
19:09:18.176,144.219,0.361,0.211
19:09:18.184,146.25,0.357,0.211
19:09:18.192,147.031,0.357,0.203
19:09:18.200,147.031,0.357,0.195
19:09:18.208,146.25,0.357,0.195
19:09:18.216,145.469,0.353,0.203
19:09:18.224,144.219,0.353,0.211
19:09:18.232,142.5,0.349,0.203
19:09:18.240,140.781,0.349,0.203
19:09:18.248,138.75,0.349,0.211
19:09:18.256,137.031,0.345,0.211
19:09:18.264,135.0,0.341,0.211
19:09:18.272,132.969,0.341,0.211
19:09:18.280,130.781,0.337,0.227
19:09:18.288,128.75,0.333,0.227
19:09:18.296,126.719,0.333,0.234
19:09:18.304,124.531,0.329,0.242
19:09:18.312,122.5,0.329,0.227
19:09:18.320,120.469,0.329,0.211
19:09:18.328,117.969,0.329,0.211
19:09:18.336,115.0,0.333,0.211
19:09:18.344,111.719,0.341,0.227
19:09:18.352,107.969,0.353,0.211
19:09:18.360,104.531,0.373,0.211
19:09:18.368,101.25,0.396,0.211
19:09:18.376,98.75,0.424,0.227
19:09:18.384,96.719,0.455,0.227
19:09:18.392,94.531,0.486,0.227
19:09:18.400,93.281,0.514,0.227
19:09:18.408,92.5,0.537,0.242
19:09:18.416,91.719,0.561,0.25
19:09:18.424,91.25,0.584,0.258
19:09:18.432,91.25,0.6,0.266
19:09:18.440,91.25,0.616,0.281
19:09:18.448,91.25,0.627,0.281
19:09:18.456,91.25,0.635,0.281
19:09:18.464,91.719,0.639,0.297
19:09:18.472,91.719,0.643,0.297
19:09:18.480,91.25,0.647,0.273
19:09:18.488,91.25,0.647,0.25
19:09:18.496,90.781,0.647,0.242
19:09:18.504,90.781,0.647,0.227
19:09:18.512,90.469,0.643,0.211
19:09:18.520,90.0,0.639,0.188
19:09:18.528,89.531,0.639,0.18
19:09:18.536,88.75,0.635,0.18
19:09:18.544,88.281,0.627,0.18
19:09:18.552,87.5,0.624,0.172
19:09:18.560,86.719,0.62,0.172
19:09:18.568,85.781,0.612,0.172
19:09:18.576,85.0,0.608,0.156
19:09:18.584,84.531,0.6,0.18
19:09:18.592,83.75,0.588,0.312
19:09:18.600,83.281,0.58,0.586
19:09:18.608,82.5,0.573,0.93
19:09:18.616,82.031,0.561,1.117
19:09:18.624,81.719,0.549,0.938
19:09:18.632,80.781,0.533,0.547
19:09:18.640,80.469,0.522,0.203
19:09:18.648,80.0,0.51,0.016
19:09:18.656,79.531,0.498,-0.016
19:09:18.664,78.75,0.49,0.039
19:09:18.672,78.75,0.482,0.086
19:09:18.680,78.281,0.475,0.117
19:09:18.688,77.969,0.471,0.133
19:09:18.696,77.969,0.467,0.141
19:09:18.704,77.5,0.463,0.156
19:09:18.712,77.031,0.463,0.172
19:09:18.720,76.719,0.459,0.18
19:09:18.728,76.25,0.455,0.188
19:09:18.736,75.781,0.455,0.188
19:09:18.744,75.469,0.451,0.188
19:09:18.752,75.0,0.447,0.195
19:09:18.760,75.0,0.447,0.203
19:09:18.768,74.531,0.443,0.211
19:09:18.776,74.219,0.439,0.227
19:09:18.784,73.75,0.435,0.227
19:09:18.792,73.281,0.431,0.242
