Time,ABP,PLETH,II
21:07:45.541,65.549,1.343,0.27
21:07:45.549,65.402,1.326,0.27
21:07:45.557,65.305,1.306,0.28
21:07:45.565,65.06,1.286,0.28
21:07:45.573,64.718,1.267,0.285
21:07:45.581,64.425,1.246,0.28
21:07:45.589,64.035,1.227,0.29
21:07:45.597,63.595,1.21,0.295
21:07:45.605,63.009,1.2,0.295
21:07:45.613,62.472,1.196,0.305
21:07:45.621,62.472,1.195,0.31
21:07:45.629,63.742,1.193,0.32
21:07:45.637,67.258,1.192,0.33
21:07:45.645,73.999,1.191,0.34
21:07:45.653,83.914,1.191,0.35
21:07:45.661,95.637,1.191,0.375
21:07:45.669,106.969,1.187,0.39
21:07:45.677,116.542,1.182,0.4
21:07:45.685,123.283,1.176,0.395
21:07:45.693,127.288,1.166,0.385
21:07:45.701,128.704,1.154,0.365
21:07:45.709,127.63,1.147,0.355
21:07:45.717,124.552,1.142,0.335
21:07:45.725,120.01,1.132,0.33
21:07:45.733,114.686,1.121,0.325
21:07:45.741,109.508,1.109,0.32
21:07:45.749,104.917,1.096,0.315
21:07:45.757,101.254,1.081,0.31
21:07:45.765,98.421,1.062,0.305
21:07:45.773,96.467,1.038,0.31
21:07:45.781,95.246,1.017,0.315
21:07:45.789,94.611,1.004,0.305
21:07:45.797,94.367,1.012,0.31
21:07:45.805,94.171,1.04,0.305
21:07:45.813,93.878,1.093,0.31
21:07:45.821,93.243,1.178,0.305
21:07:45.829,92.169,1.293,0.305
21:07:45.837,90.752,1.427,0.305
21:07:45.845,88.799,1.572,0.305
21:07:45.853,86.601,1.716,0.305
21:07:45.861,84.354,1.849,0.305
21:07:45.869,82.302,1.97,0.3
21:07:45.877,80.69,2.075,0.305
21:07:45.885,79.616,2.165,0.295
21:07:45.893,78.932,2.243,0.3
21:07:45.901,78.688,2.315,0.295
21:07:45.909,78.59,2.371,0.3
21:07:45.917,78.688,2.418,0.295
21:07:45.925,78.786,2.465,0.305
21:07:45.933,78.981,2.512,0.305
21:07:45.941,79.225,2.559,0.305
21:07:45.949,79.372,2.604,0.3
21:07:45.957,79.372,2.644,0.3
21:07:45.965,79.176,2.675,0.3
21:07:45.973,78.786,2.7,0.305
