Time,ABP,PLETH,II
15:03:59.168,60.313,1.942,0.575
15:03:59.176,59.785,1.919,0.58
15:03:59.184,59.316,1.885,0.59
15:03:59.192,58.906,1.862,0.605
15:03:59.200,58.671,1.845,0.62
15:03:59.208,58.73,1.829,0.64
15:03:59.216,59.199,1.814,0.65
15:03:59.224,59.785,1.801,0.67
15:03:59.232,60.782,1.785,0.695
15:03:59.240,62.599,1.769,0.73
15:03:59.248,66.233,1.752,0.755
15:03:59.256,72.035,1.731,0.79
15:03:59.264,79.186,1.711,0.805
15:03:59.272,85.985,1.691,0.815
15:03:59.280,91.495,1.671,0.8
15:03:59.288,95.773,1.651,0.77
15:03:59.296,99.818,1.63,0.72
15:03:59.304,103.862,1.604,0.66
15:03:59.312,107.262,1.576,0.61
15:03:59.320,109.372,1.548,0.57
15:03:59.328,110.016,1.525,0.535
15:03:59.336,109.665,1.509,0.505
15:03:59.344,108.903,1.499,0.475
15:03:59.352,108.317,1.487,0.455
15:03:59.360,107.965,1.475,0.445
15:03:59.368,108.024,1.464,0.435
15:03:59.376,108.375,1.457,0.43
15:03:59.384,108.61,1.449,0.43
15:03:59.392,108.785,1.438,0.43
15:03:59.400,108.844,1.428,0.435
15:03:59.408,108.844,1.419,0.44
15:03:59.416,108.785,1.412,0.44
15:03:59.424,108.551,1.405,0.445
15:03:59.432,108.141,1.396,0.445
15:03:59.440,107.437,1.389,0.445
15:03:59.448,106.382,1.382,0.45
15:03:59.456,104.917,1.371,0.45
15:03:59.464,102.983,1.36,0.45
15:03:59.472,100.404,1.345,0.45
15:03:59.480,97.122,1.328,0.45
15:03:59.488,93.429,1.312,0.45
15:03:59.496,90.029,1.298,0.45
15:03:59.504,87.802,1.287,0.445
15:03:59.512,86.864,1.28,0.445
15:03:59.520,86.923,1.272,0.44
15:03:59.528,87.04,1.27,0.435
15:03:59.536,86.981,1.277,0.44
15:03:59.544,86.747,1.295,0.44
15:03:59.552,86.747,1.333,0.44
15:03:59.560,86.981,1.396,0.44
15:03:59.568,87.333,1.482,0.445
15:03:59.576,87.685,1.589,0.465
15:03:59.584,87.743,1.717,0.49
15:03:59.592,87.685,1.856,0.51
15:03:59.600,87.509,2.0,0.54
15:03:59.608,87.157,2.137,0.56
15:03:59.616,86.747,2.258,0.55
15:03:59.624,86.22,2.359,0.515
15:03:59.632,85.692,2.438,0.475
15:03:59.640,85.106,2.489,0.445
15:03:59.648,84.461,2.518,0.425
15:03:59.656,83.875,2.536,0.41
15:03:59.664,83.172,2.543,0.4
15:03:59.672,82.468,2.543,0.39
15:03:59.680,81.824,2.537,0.39
15:03:59.688,81.179,2.522,0.39
15:03:59.696,80.534,2.5,0.39
15:03:59.704,80.007,2.471,0.39
15:03:59.712,79.42,2.441,0.39
15:03:59.720,78.834,2.409,0.395
15:03:59.728,78.307,2.377,0.4
15:03:59.736,77.779,2.35,0.415
15:03:59.744,77.252,2.325,0.465
15:03:59.752,76.724,2.299,0.57
15:03:59.760,76.314,2.27,0.745
15:03:59.768,75.962,2.234,0.92
15:03:59.776,75.669,2.192,0.935
15:03:59.784,75.493,2.146,0.59
15:03:59.792,75.259,2.095,0.35
15:03:59.800,74.966,2.039,0.28
15:03:59.808,74.731,1.982,0.32
15:03:59.816,74.438,1.932,0.375
15:03:59.824,73.969,1.886,0.415
15:03:59.832,73.442,1.843,0.43
15:03:59.840,72.856,1.808,0.44
15:03:59.848,72.27,1.781,0.445
15:03:59.856,71.742,1.756,0.45
15:03:59.864,71.097,1.736,0.46
15:03:59.872,70.511,1.725,0.47
15:03:59.880,69.984,1.719,0.475
15:03:59.888,69.456,1.717,0.48
15:03:59.896,69.046,1.714,0.49
15:03:59.904,68.518,1.711,0.5
15:03:59.912,68.05,1.708,0.51
15:03:59.920,67.522,1.703,0.52
15:03:59.928,67.17,1.697,0.535
15:03:59.936,66.995,1.692,0.545
15:03:59.944,67.112,1.688,0.56
15:03:59.952,67.581,1.679,0.58
15:03:59.960,68.636,1.665,0.6
15:03:59.968,70.394,1.648,0.625
15:03:59.976,73.794,1.63,0.655
15:03:59.984,79.186,1.609,0.685
15:03:59.992,86.044,1.584,0.71
15:04:00.000,93.077,1.555,0.73
15:04:00.008,99.056,1.528,0.74
15:04:00.016,104.038,1.501,0.725
15:04:00.024,108.434,1.474,0.695
15:04:00.032,112.244,1.453,0.65
15:04:00.040,114.998,1.433,0.595
15:04:00.048,116.288,1.411,0.545
15:04:00.056,116.405,1.386,0.505
15:04:00.064,115.936,1.36,0.47
15:04:00.072,115.409,1.337,0.44
15:04:00.080,115.292,1.321,0.42
15:04:00.088,115.526,1.309,0.41
15:04:00.096,115.995,1.3,0.405
15:04:00.104,116.464,1.292,0.4
15:04:00.112,116.815,1.283,0.4
15:04:00.120,116.874,1.273,0.4
15:04:00.128,116.698,1.259,0.4
15:04:00.136,116.288,1.248,0.405
15:04:00.144,115.819,1.239,0.405
15:04:00.152,115.116,1.229,0.405
15:04:00.160,114.295,1.218,0.41
15:04:00.168,113.299,1.206,0.415
