Time,ABP,PLETH,II
14:32:03.000,180.521,0.349,0.242
14:32:03.008,180.521,0.345,0.258
14:32:03.016,180.521,0.345,0.242
14:32:03.024,180.521,0.341,0.219
14:32:03.032,180.521,0.341,0.18
14:32:03.040,180.521,0.341,0.148
14:32:03.048,180.521,0.341,0.133
14:32:03.056,180.521,0.341,0.125
14:32:03.064,180.521,0.349,0.109
14:32:03.072,180.521,0.357,0.094
14:32:03.080,180.521,0.365,0.078
14:32:03.088,180.521,0.38,0.062
14:32:03.096,180.521,0.396,0.055
14:32:03.104,180.521,0.412,0.062
14:32:03.112,180.521,0.427,0.094
14:32:03.120,180.521,0.443,0.117
14:32:03.128,180.521,0.459,0.141
14:32:03.136,180.521,0.478,0.148
14:32:03.144,180.521,0.498,0.133
14:32:03.152,180.521,0.514,0.133
14:32:03.160,180.521,0.533,0.141
14:32:03.168,180.521,0.549,0.133
14:32:03.176,180.521,0.565,0.133
14:32:03.184,180.521,0.58,0.125
14:32:03.192,180.521,0.592,0.125
14:32:03.200,180.521,0.604,0.133
14:32:03.208,123.75,0.612,0.133
14:32:03.216,,0.62,0.125
14:32:03.224,,0.624,0.172
14:32:03.232,,0.631,0.359
14:32:03.240,85.312,0.635,0.656
14:32:03.248,143.958,0.635,0.82
14:32:03.256,99.896,0.639,0.711
14:32:03.264,,0.635,0.484
14:32:03.272,,0.635,0.305
14:32:03.280,74.062,0.631,0.203
14:32:03.288,74.062,0.627,0.156
14:32:03.296,66.562,0.624,0.141
14:32:03.304,68.438,0.616,0.125
14:32:03.312,75.0,0.612,0.109
14:32:03.320,76.458,0.608,0.102
14:32:03.328,74.062,0.6,0.102
14:32:03.336,73.125,0.592,0.109
14:32:03.344,73.646,0.588,0.117
14:32:03.352,74.583,0.58,0.133
14:32:03.360,74.583,0.573,0.148
14:32:03.368,73.646,0.569,0.156
14:32:03.376,73.125,0.565,0.148
14:32:03.384,72.708,0.561,0.133
14:32:03.392,72.188,0.553,0.125
14:32:03.400,71.25,0.549,0.133
14:32:03.408,69.896,0.545,0.148
14:32:03.416,68.021,0.537,0.156
14:32:03.424,66.146,0.533,0.164
14:32:03.432,66.146,0.529,0.156
14:32:03.440,69.896,0.529,0.164
14:32:03.448,76.875,0.529,0.18
14:32:03.456,86.25,0.529,0.195
14:32:03.464,96.562,0.529,0.211
14:32:03.472,105.938,0.525,0.242
14:32:03.480,113.438,0.522,0.258
14:32:03.488,118.646,0.518,0.266
14:32:03.496,122.812,0.514,0.273
14:32:03.504,127.083,0.506,0.297
14:32:03.512,130.312,0.502,0.305
14:32:03.520,133.125,0.498,0.305
14:32:03.528,135.938,0.494,0.297
14:32:03.536,138.75,0.49,0.289
14:32:03.544,142.083,0.486,0.281
14:32:03.552,143.958,0.478,0.281
14:32:03.560,142.083,0.471,0.281
14:32:03.568,139.271,0.463,0.266
14:32:03.576,137.396,0.455,0.266
14:32:03.584,135.521,0.451,0.258
14:32:03.592,134.062,0.447,0.242
14:32:03.600,134.062,0.439,0.234
14:32:03.608,134.062,0.431,0.227
14:32:03.616,132.708,0.427,0.219
14:32:03.624,128.958,0.424,0.211
14:32:03.632,125.625,0.416,0.211
14:32:03.640,123.75,0.408,0.211
14:32:03.648,121.875,0.404,0.203
14:32:03.656,119.583,0.4,0.211
14:32:03.664,115.312,0.392,0.188
14:32:03.672,110.625,0.388,0.18
14:32:03.680,105.938,0.384,0.18
14:32:03.688,102.188,0.384,0.18
14:32:03.696,99.375,0.384,0.172
14:32:03.704,97.083,0.38,0.172
14:32:03.712,95.625,0.38,0.18
14:32:03.720,94.688,0.384,0.195
14:32:03.728,94.271,0.384,0.203
14:32:03.736,94.271,0.388,0.219
14:32:03.744,94.271,0.392,0.219
14:32:03.752,93.75,0.4,0.203
14:32:03.760,92.812,0.412,0.188
14:32:03.768,92.396,0.424,0.164
14:32:03.776,91.458,0.443,0.156
14:32:03.784,90.938,0.463,0.164
14:32:03.792,89.583,0.486,0.18
14:32:03.800,88.646,0.51,0.188
14:32:03.808,87.708,0.533,0.211
14:32:03.816,86.771,0.553,0.242
14:32:03.824,85.833,0.573,0.273
14:32:03.832,84.375,0.596,0.273
14:32:03.840,83.438,0.62,0.266
14:32:03.848,82.5,0.643,0.242
14:32:03.856,81.562,0.667,0.219
14:32:03.864,80.625,0.686,0.195
14:32:03.872,79.688,0.71,0.188
14:32:03.880,78.75,0.729,0.172
14:32:03.888,77.396,0.749,0.156
14:32:03.896,76.458,0.765,0.156
14:32:03.904,75.521,0.776,0.156
14:32:03.912,74.583,0.788,0.172
14:32:03.920,73.646,0.792,0.273
14:32:03.928,73.125,0.796,0.508
14:32:03.936,72.188,0.804,0.727
14:32:03.944,71.771,0.804,0.758
14:32:03.952,70.833,0.804,0.555
14:32:03.960,70.312,0.804,0.367
14:32:03.968,69.896,0.8,0.281
14:32:03.976,69.896,0.796,0.258
14:32:03.984,69.375,0.788,0.234
14:32:03.992,68.958,0.78,0.211
14:32:04.000,68.438,0.776,0.188
14:32:04.008,68.021,0.769,0.148
14:32:04.016,67.5,0.761,0.078
14:32:04.024,67.083,0.753,0.008
14:32:04.032,67.083,0.745,-0.039
14:32:04.040,66.562,0.737,-0.031
14:32:04.048,66.562,0.729,-0.008
14:32:04.056,66.146,0.722,0.016
14:32:04.064,65.625,0.714,0.047
14:32:04.072,65.625,0.702,0.078
14:32:04.080,65.208,0.694,0.102
14:32:04.088,64.688,0.682,0.109
14:32:04.096,64.688,0.675,0.109
14:32:04.104,64.271,0.663,0.117
14:32:04.112,63.75,0.659,0.102
14:32:04.120,63.75,0.651,0.094
14:32:04.128,65.625,0.647,0.094
14:32:04.136,69.896,0.639,0.078
14:32:04.144,77.812,0.631,0.055
14:32:04.152,87.708,0.624,0.023
14:32:04.160,97.5,0.616,-0.008
14:32:04.168,105.521,0.608,-0.055
14:32:04.176,112.5,0.6,-0.102
14:32:04.184,118.125,0.588,-0.141
14:32:04.192,122.812,0.576,-0.172
14:32:04.200,126.562,0.569,-0.18
14:32:04.208,129.375,0.557,-0.18
14:32:04.216,131.25,0.549,-0.156
14:32:04.224,132.708,0.541,-0.141
14:32:04.232,133.125,0.537,-0.109
14:32:04.240,133.125,0.529,-0.07
14:32:04.248,132.708,0.525,-0.023
14:32:04.256,131.771,0.518,0.023
14:32:04.264,130.833,0.51,0.062
14:32:04.272,129.375,0.502,0.094
14:32:04.280,128.021,0.494,0.117
14:32:04.288,126.562,0.486,0.148
14:32:04.296,125.208,0.478,0.172
14:32:04.304,123.75,0.475,0.188
14:32:04.312,122.396,0.471,0.211
14:32:04.320,120.521,0.467,0.234
14:32:04.328,118.646,0.463,0.258
14:32:04.336,116.771,0.463,0.289
14:32:04.344,113.438,0.459,0.328
14:32:04.352,110.208,0.455,0.367
14:32:04.360,106.458,0.451,0.406
14:32:04.368,102.188,0.443,0.438
14:32:04.376,98.958,0.439,0.453
14:32:04.384,96.562,0.431,0.438
14:32:04.392,94.688,0.424,0.438
14:32:04.400,93.333,0.416,0.43
14:32:04.408,92.396,0.412,0.406
14:32:04.416,91.875,0.408,0.367
14:32:04.424,91.458,0.404,0.344
14:32:04.432,90.938,0.404,0.328
14:32:04.440,90.521,0.408,0.328
14:32:04.448,90.0,0.416,0.328
14:32:04.456,89.583,0.424,0.312
14:32:04.464,89.062,0.435,0.289
14:32:04.472,88.646,0.451,0.281
