Time,ABP,PLETH,II
10:15:52.096,126.506,1.616,0.005
10:15:52.104,128.607,1.617,-0.005
10:15:52.112,130.756,1.615,-0.005
10:15:52.120,132.319,1.61,-0.005
10:15:52.128,133.54,1.601,-0.005
10:15:52.136,134.517,1.593,-0.015
10:15:52.144,135.249,1.585,-0.02
10:15:52.152,135.64,1.581,-0.015
10:15:52.160,135.542,1.579,-0.02
10:15:52.168,135.103,1.572,-0.01
10:15:52.176,134.321,1.561,-0.015
10:15:52.184,133.344,1.546,-0.01
10:15:52.192,132.172,1.531,-0.005
10:15:52.200,130.756,1.514,0.0
10:15:52.208,129.095,1.498,0.0
10:15:52.216,127.141,1.481,0.01
10:15:52.224,124.797,1.466,0.01
10:15:52.232,122.11,1.453,0.01
10:15:52.240,118.887,1.439,0.005
10:15:52.248,115.223,1.424,0.01
10:15:52.256,111.218,1.415,0.01
10:15:52.264,107.31,1.409,0.015
10:15:52.272,103.745,1.397,0.005
10:15:52.280,101.058,1.383,0.01
10:15:52.288,99.349,1.37,0.015
10:15:52.296,98.47,1.357,0.015
10:15:52.304,98.225,1.35,0.015
10:15:52.312,98.225,1.352,0.015
10:15:52.320,98.47,1.368,0.015
10:15:52.328,98.909,1.402,0.01
10:15:52.336,99.349,1.458,0.005
10:15:52.344,99.886,1.541,0.015
10:15:52.352,100.228,1.63,0.015
10:15:52.360,100.423,1.734,0.015
10:15:52.368,100.472,1.87,0.015
10:15:52.376,100.375,2.031,0.015
10:15:52.384,100.179,2.211,0.02
10:15:52.392,99.886,2.4,0.015
10:15:52.400,99.447,2.59,0.02
10:15:52.408,99.007,2.776,0.02
10:15:52.416,98.47,2.948,0.025
10:15:52.424,97.932,3.101,0.02
10:15:52.432,97.297,3.231,0.025
10:15:52.440,96.614,3.335,0.015
10:15:52.448,95.93,3.413,0.025
10:15:52.456,95.197,3.457,0.03
10:15:52.464,94.367,3.479,0.025
10:15:52.472,93.634,3.488,0.025
10:15:52.480,92.804,3.483,0.025
10:15:52.488,92.071,3.465,0.02
10:15:52.496,91.241,3.433,0.03
10:15:52.504,90.41,3.387,0.03
10:15:52.512,89.629,3.33,0.04
10:15:52.520,88.75,3.263,0.06
10:15:52.528,87.919,3.186,0.085
10:15:52.536,87.138,3.099,0.095
10:15:52.544,86.356,3.004,0.11
10:15:52.552,85.624,2.917,0.155
10:15:52.560,84.94,2.832,0.16
10:15:52.568,84.256,2.734,0.135
10:15:52.576,83.621,2.631,0.095
10:15:52.584,82.937,2.526,0.085
10:15:52.592,82.351,2.422,0.055
10:15:52.600,81.814,2.321,0.04
10:15:52.608,81.277,2.222,0.015
10:15:52.616,80.788,2.129,0.005
10:15:52.624,80.349,2.042,-0.005
10:15:52.632,79.909,1.963,-0.005
10:15:52.640,79.469,1.891,-0.005
10:15:52.648,79.127,1.828,-0.01
10:15:52.656,78.688,1.779,-0.09
10:15:52.664,78.346,1.742,-0.1
10:15:52.672,78.053,1.706,0.335
10:15:52.680,77.76,1.674,1.115
10:15:52.688,77.418,1.65,1.375
10:15:52.696,77.125,1.633,0.8
10:15:52.704,76.783,1.626,0.01
10:15:52.712,76.539,1.624,-0.29
10:15:52.720,76.246,1.628,-0.19
10:15:52.728,75.904,1.635,-0.09
10:15:52.736,75.66,1.646,-0.095
10:15:52.744,75.464,1.658,-0.1
10:15:52.752,75.318,1.673,-0.08
10:15:52.760,75.073,1.688,-0.07
10:15:52.768,74.878,1.704,-0.06
10:15:52.776,74.731,1.718,-0.055
10:15:52.784,74.536,1.73,-0.045
10:15:52.792,74.341,1.74,-0.03
10:15:52.800,74.194,1.75,-0.03
10:15:52.808,73.999,1.759,-0.025
10:15:52.816,73.755,1.765,-0.01
10:15:52.824,73.51,1.767,-0.005
10:15:52.832,73.168,1.765,0.005
10:15:52.840,72.875,1.761,0.015
10:15:52.848,72.533,1.752,0.03
10:15:52.856,72.192,1.743,0.035
10:15:52.864,71.801,1.735,0.04
10:15:52.872,71.41,1.724,0.045
10:15:52.880,70.97,1.713,0.06
10:15:52.888,70.531,1.7,0.075
10:15:52.896,70.042,1.687,0.09
10:15:52.904,69.603,1.674,0.11
10:15:52.912,69.31,1.659,0.125
10:15:52.920,69.359,1.64,0.135
10:15:52.928,70.091,1.622,0.155
10:15:52.936,72.24,1.602,0.16
10:15:52.944,76.539,1.583,0.175
10:15:52.952,83.377,1.569,0.18
10:15:52.960,92.169,1.557,0.165
10:15:52.968,101.547,1.542,0.16
